,0
brent_vol_5d,0.8488998010182445
brent_vol_63d,-0.7391864626518523
wti_vol_63d,0.4707519234473673
wti_ret_lag5_mean,-0.4252036394311599
wti_mom_5d,-0.4252036394311596
gold_vol_63d,0.42441320535182236
joint_tail_count,0.4173003152178449
wti_vol_21d,-0.3718604475729191
wti_volratio,-0.351398941299163
brent_ret_lag5_mean,0.3366462103436203
brent_mom_5d,0.33664621034359954
cedi_vol_63d,-0.32522210520202066
gold_mom_63d,-0.3202892228612023
cocoa_ret_lag2,-0.31926531450536755
dxy_mom_63d,0.31191661457390113
